"","Artists_names","titles","links"
"695","Elspeth Lamb","Unknown (1985)","https://collections.ed.ac.uk/art/record/50432?highlight=*:*"
"696","John C Mark Jones","Taking the Veil (1987)","https://collections.ed.ac.uk/art/record/21924?highlight=*:*"
"697","Judith A. Heller","Untitled - Man Sitting at the Table Drinking Tea (01 May 1961)","https://collections.ed.ac.uk/art/record/99259?highlight=*:*"
"698","Edward Stratton","House and Figures in a Landscape","https://collections.ed.ac.uk/art/record/22578?highlight=*:*"
"699","Andrea Bain","Portrait of a Standing Woman (1950)","https://collections.ed.ac.uk/art/record/20825?highlight=*:*"
"700","Unknown","Untitled (2003)","https://collections.ed.ac.uk/art/record/99928?highlight=*:*"
"701",NA,"Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21713?highlight=*:*"
"702","Patrick W. Barclay","Unknown (1950)","https://collections.ed.ac.uk/art/record/50620?highlight=*:*"
"703","Winsome Douglass","Embroidered panel","https://collections.ed.ac.uk/art/record/113834?highlight=*:*"
"704","James C. Y. Gavin","Standing Male Nude Leaning on Plinth (1959)","https://collections.ed.ac.uk/art/record/20876?highlight=*:*"
"705","Lys Hansen","Standing Male Nude (1959)","https://collections.ed.ac.uk/art/record/20955?highlight=*:*"
"706","Kirkland Main","Untitled","https://collections.ed.ac.uk/art/record/99987?highlight=*:*"
"707","Paul Furneaux","Untited (1986)","https://collections.ed.ac.uk/art/record/21611?highlight=*:*"
"708","Kenneth Dingwall","Standing Male Nude (1959)","https://collections.ed.ac.uk/art/record/21332?highlight=*:*"
"709","Sabine R","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21640?highlight=*:*"
"710","Enid Marx","Tiger Tiger (Unknown)","https://collections.ed.ac.uk/art/record/21664?highlight=*:*"
"711","Unknown","Unknown (Circa 1890)","https://collections.ed.ac.uk/art/record/50463?highlight=*:*"
"712","John Thomson","Unknown (1949)","https://collections.ed.ac.uk/art/record/50483?highlight=*:*"
"713","William S. T. Brodie","Unknown (1965)","https://collections.ed.ac.uk/art/record/53597?highlight=*:*"
"714","Unknown","Replica cast (brown) of Parthenon slab GE33","https://collections.ed.ac.uk/art/record/20657?highlight=*:*"
"715","Paresh Chandra Chakraborty","Unknown, Abstract","https://collections.ed.ac.uk/art/record/99485?highlight=*:*"
"716","Emma Gillies","Side Plate","https://collections.ed.ac.uk/art/record/53614?highlight=*:*"
"717","Unknown","(2003)","https://collections.ed.ac.uk/art/record/99930?highlight=*:*"
"718","Gwen W. Hardie","Large Head (Circa 1983)","https://collections.ed.ac.uk/art/record/22622?highlight=*:*"
"719","Annabel Keatley","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21609?highlight=*:*"
"720","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53670?highlight=*:*"
"721",NA,"Metope 3, south entablature, Parthenon (1837)","https://collections.ed.ac.uk/art/record/20641?highlight=*:*"
"722","Sheila Turnbull","Untitled (1947)","https://collections.ed.ac.uk/art/record/111032?highlight=*:*"
"723","Ian G. Robertson","Abstract with Blue Stripes (quadriptych) (1969)","https://collections.ed.ac.uk/art/record/22569?highlight=*:*"
"724","Norman Orr","Anat (1966)","https://collections.ed.ac.uk/art/record/99405?highlight=*:*"
"725","Unknown","Two Figures in a Landscape","https://collections.ed.ac.uk/art/record/21484?highlight=*:*"
"726","Allan W. Robson","Stately Dance (1947)","https://collections.ed.ac.uk/art/record/21741?highlight=*:*"
"727","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53718?highlight=*:*"
"728","Unknown","Acanthus Scrolls, Temple of Venus Genetrix, Rome","https://collections.ed.ac.uk/art/record/20560?highlight=*:*"
"729","Betty Elston","Esme (1949)","https://collections.ed.ac.uk/art/record/22694?highlight=*:*"
"730","Suzanne Priestley","Works of a Strange Device: Drawing Smoke (2016)","https://collections.ed.ac.uk/art/record/99239?highlight=*:*"
"731","Jonathan Lyn","Oranges (2018)","https://collections.ed.ac.uk/art/record/102753?highlight=*:*"
"732","Jessica Gasson",NA,NA
"733","Gary Ferguson","Composition with Washing Line (Circa 1987)","https://collections.ed.ac.uk/art/record/22620?highlight=*:*"
"734","Jennifer M. Hughes","For They Shall See God (2006)","https://collections.ed.ac.uk/art/record/99881?highlight=*:*"
"735","Unknown","Wall hanging (1939)","https://collections.ed.ac.uk/art/record/100009?highlight=*:*"
"736","Gwyneth M. Leech","November Afternoon (1982)","https://collections.ed.ac.uk/art/record/99433?highlight=*:*"
"737","Joseph Maxwell","Portrait of a Young Man (1950)","https://collections.ed.ac.uk/art/record/21061?highlight=*:*"
"738","Kathleen Russell","Untitled (1963)","https://collections.ed.ac.uk/art/record/22014?highlight=*:*"
"739","Walter Miller","Standing Male Nude (Jan 1958)","https://collections.ed.ac.uk/art/record/20907?highlight=*:*"
"740","Alistair W McCheyne","Seated Female Nude (Circa 1939)","https://collections.ed.ac.uk/art/record/21139?highlight=*:*"
"741","J Nicoll","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21728?highlight=*:*"
"742","Margaret Ronald","Female Nude Seated on a Chair (1953)","https://collections.ed.ac.uk/art/record/20950?highlight=*:*"
"743","Maureen Dawson","Untitled (1966)","https://collections.ed.ac.uk/art/record/99845?highlight=*:*"
"744","Eduardo Luigi Paolozzi KBE, RA","History of a Medium (1971)","https://collections.ed.ac.uk/art/record/21696?highlight=*:*"
"745","Andrew Mackenzie","Blue Waterfall","https://collections.ed.ac.uk/art/record/20751?highlight=*:*"
"746","Emma Gillies","Leopard","https://collections.ed.ac.uk/art/record/122123?highlight=*:*"
"747","Douglas Gordon","Two Seated Women and One Standing Woman (1949)","https://collections.ed.ac.uk/art/record/21099?highlight=*:*"
"748","Emma Gillies","Hare (1920s)","https://collections.ed.ac.uk/art/record/122127?highlight=*:*"
"749","Cameron","Unknown (1964)","https://collections.ed.ac.uk/art/record/53586?highlight=*:*"
"750","Miss Waddell","Blackwork' sampler. Miss Waddel","https://collections.ed.ac.uk/art/record/102670?highlight=*:*"
"751","Rosemary Hamblin","Untitled (1969)","https://collections.ed.ac.uk/art/record/22004?highlight=*:*"
"752","John W. Corner","Commercial Street, Leith (Jan 1950)","https://collections.ed.ac.uk/art/record/50515?highlight=*:*"
"753","Dorothy M. Peach","Untitled (1946)","https://collections.ed.ac.uk/art/record/21738?highlight=*:*"
"754","Lawrence F. Baxter","Portrait of a Man (1956)","https://collections.ed.ac.uk/art/record/21182?highlight=*:*"
"755","Michael Jannarelli","Untitled (1968)","https://collections.ed.ac.uk/art/record/22505?highlight=*:*"
"756","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21946?highlight=*:*"
"757","Caroline Boyle","Ship in the Dockyard","https://collections.ed.ac.uk/art/record/21502?highlight=*:*"
"758","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21862?highlight=*:*"
"759","Francis Curran","Unknown (1950)","https://collections.ed.ac.uk/art/record/50505?highlight=*:*"
"760","Euan Gray","1st State (Unknown)","https://collections.ed.ac.uk/art/record/21951?highlight=*:*"
"761","Dong Ding","The Boundary of Balance (2019)","https://collections.ed.ac.uk/art/record/113743?highlight=*:*"
"762","Alan M. Alexander","Still Life with Goblets (1959)","https://collections.ed.ac.uk/art/record/22743?highlight=*:*"
"763","Elizabeth Blackadder","Seated Female Nude (1954)","https://collections.ed.ac.uk/art/record/21409?highlight=*:*"
"764","Laura McPherson","Unknown (1965)","https://collections.ed.ac.uk/art/record/50499?highlight=*:*"
"765","Iain Holden","Unknown","https://collections.ed.ac.uk/art/record/53534?highlight=*:*"
"766","Vincent Butler","Benin Head (1964-1964)","https://collections.ed.ac.uk/art/record/99224?highlight=*:*"
"767","Zygmunt Bukowski","","https://collections.ed.ac.uk/art/record/112513?highlight=*:*"
"768","Unknown","Needle lace mat","https://collections.ed.ac.uk/art/record/102712?highlight=*:*"
"769","John Houston","Standing Male Nude","https://collections.ed.ac.uk/art/record/21047?highlight=*:*"
"770","Moira Johnson","Untitled (1969)","https://collections.ed.ac.uk/art/record/22021?highlight=*:*"
"771","Heather Measham","Standing Male Nude (1939)","https://collections.ed.ac.uk/art/record/21137?highlight=*:*"
"772","Dorothy M. Peach","Small Landscape (1946)","https://collections.ed.ac.uk/art/record/21069?highlight=*:*"
"773","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21867?highlight=*:*"
"774","John Nelson","Untitled (12 Jun 2014)","https://collections.ed.ac.uk/art/record/22481?highlight=*:*"
"775","James Howden","Untitled (Sucker Darts) (2016)","https://collections.ed.ac.uk/art/record/113746?highlight=*:*"
"776","Peter G. Collins","Unknown (1953-1954)","https://collections.ed.ac.uk/art/record/50540?highlight=*:*"
"777","Alan M. Alexander","Unknown (1960)","https://collections.ed.ac.uk/art/record/50596?highlight=*:*"
"778","John Nichol","Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20726?highlight=*:*"
"779","Eden Hawkins","Untitled","https://collections.ed.ac.uk/art/record/112448?highlight=*:*"
"780","Robin Forrester","Udder Hand (2016)","https://collections.ed.ac.uk/art/record/99265?highlight=*:*"
"781","Andrew McPhee","Landscape (1961)","https://collections.ed.ac.uk/art/record/21294?highlight=*:*"
"782",NA,"Portrait of a Woman (1957)","https://collections.ed.ac.uk/art/record/21064?highlight=*:*"
"783","Catherine Orbach","North Berwick from Belhaven Bay (Unknown)","https://collections.ed.ac.uk/art/record/21792?highlight=*:*"
"784","Rob Hunter","Untitled (2007)","https://collections.ed.ac.uk/art/record/99893?highlight=*:*"
"785","Jacqueline A N Stieger","Portrait of Standing Woman seen from behind","https://collections.ed.ac.uk/art/record/20822?highlight=*:*"
"786","Emma Gillies","Plate (1924)","https://collections.ed.ac.uk/art/record/53726?highlight=*:*"
"787","Unknown","Untitled (1984)","https://collections.ed.ac.uk/art/record/21602?highlight=*:*"
"788","James P W Syme","Seated Nude Woman (1951)","https://collections.ed.ac.uk/art/record/22513?highlight=*:*"
"789","Dorothy Black","Shell-Shapes (1989)","https://collections.ed.ac.uk/art/record/21973?highlight=*:*"
"790","L. Allan","Untitled - Portrait of a Girl (1963)","https://collections.ed.ac.uk/art/record/99383?highlight=*:*"
"791","M McKeown","Standing Male Nude (Dec 1951)","https://collections.ed.ac.uk/art/record/21225?highlight=*:*"
"792","Alan M. Alexander","Unknown (1960)","https://collections.ed.ac.uk/art/record/50595?highlight=*:*"
"793","Gordon Bryce","Untitled - Figure Drawing of A Woman Sitting on the Side of a Chair (1964-1965)","https://collections.ed.ac.uk/art/record/99274?highlight=*:*"
"794","Donald Clark","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21636?highlight=*:*"
"795","Unknown","Coupar","https://collections.ed.ac.uk/art/record/50409?highlight=*:*"
"796","Leonard Baskin","Lucius Junius Brutus","https://collections.ed.ac.uk/art/record/20561?highlight=*:*"
"797","Michael Docherty","Man with Spring Plants (1953)","https://collections.ed.ac.uk/art/record/21687?highlight=*:*"
"798","Marjorie Wallace","South Frieze of the Parthenon Frieze (1836-1837)","https://collections.ed.ac.uk/art/record/20694?highlight=*:*"
"799","Unknown","Homage to Ernest Hemingway (Circa 1967)","https://collections.ed.ac.uk/art/record/20750?highlight=*:*"
"800","Hans Jelinek","Unknown (1947-1948)","https://collections.ed.ac.uk/art/record/50444?highlight=*:*"
"801",NA,"Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21988?highlight=*:*"
"802",NA,"Fish in a Whirlpool (1953)","https://collections.ed.ac.uk/art/record/21653?highlight=*:*"
"803","Arlene Isbister","Landscape (Circa 1988)","https://collections.ed.ac.uk/art/record/22604?highlight=*:*"
"804","Laura Nye","Seated Female Nude (1953)","https://collections.ed.ac.uk/art/record/21117?highlight=*:*"
"805","Siri Gossman","Untitled (2006)","https://collections.ed.ac.uk/art/record/99883?highlight=*:*"
"806","Maurice Chamberlain","Unknown (1953)","https://collections.ed.ac.uk/art/record/50559?highlight=*:*"
"807","Betty Elston","Unknown (1949)","https://collections.ed.ac.uk/art/record/50583?highlight=*:*"
"808","Anne Waterhouse","Untitled","https://collections.ed.ac.uk/art/record/112342?highlight=*:*"
"809","Geoffrey J Roper","Barges, 1 Jan '63 (1963)","https://collections.ed.ac.uk/art/record/99369?highlight=*:*"
"810","Gordon Bryce","High St. Harlesden (1964-1965)","https://collections.ed.ac.uk/art/record/99283?highlight=*:*"
"811","Lesley M. Johns","Zoo 9th May (1962-1963)","https://collections.ed.ac.uk/art/record/99330?highlight=*:*"
"812","George Glen","Game Birds","https://collections.ed.ac.uk/art/record/53607?highlight=*:*"
"813","Rhoda Rosenburg","Bubbie's Bay (2006)","https://collections.ed.ac.uk/art/record/99878?highlight=*:*"
"814","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53638?highlight=*:*"
"815","Emma Gillies","Cow","https://collections.ed.ac.uk/art/record/53752?highlight=*:*"
"816","Renny Tait","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21645?highlight=*:*"
"817","Ruth Walker","Untitled (1963)","https://collections.ed.ac.uk/art/record/22023?highlight=*:*"
"818","Scott Laverie","Untitled (2003)","https://collections.ed.ac.uk/art/record/93377?highlight=*:*"
"819","Ian Short","Seated Male Nude (1953)","https://collections.ed.ac.uk/art/record/20941?highlight=*:*"
"820","Kirsty MacDonald","Untitled (2002)","https://collections.ed.ac.uk/art/record/99929?highlight=*:*"
"821","George Hamilton","Seated Female Nude (1953)","https://collections.ed.ac.uk/art/record/20931?highlight=*:*"
"822","John Boyd","Portrait of a Woman (1958)","https://collections.ed.ac.uk/art/record/20957?highlight=*:*"
"823","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50397?highlight=*:*"
"824","Rebecca Firth","Untitled (2004)","https://collections.ed.ac.uk/art/record/21818?highlight=*:*"
"825","Nicholas Otter","Seated Female Nude (1994-1995)","https://collections.ed.ac.uk/art/record/21510?highlight=*:*"
"826","William D. MacKay","Portrait of a Woman (1959)","https://collections.ed.ac.uk/art/record/22715?highlight=*:*"
"827","Andrew Raeburn","Untitled (1963)","https://collections.ed.ac.uk/art/record/22018?highlight=*:*"
"828","Patrick J. Hickey","Still Life (Circa 1970)","https://collections.ed.ac.uk/art/record/22606?highlight=*:*"
"829","Eileen Bennett","Untitled (1946)","https://collections.ed.ac.uk/art/record/21733?highlight=*:*"
"830","John Bellany","Self Portrait (1965)","https://collections.ed.ac.uk/art/record/20740?highlight=*:*"
"831","John Bellany","Metope 9, south entablature, Parthenon (1837)","https://collections.ed.ac.uk/art/record/20645?highlight=*:*"
"832",NA,"Life Drawing (Male Nude Reclining on Front) (1962)","https://collections.ed.ac.uk/art/record/20763?highlight=*:*"
"833","Emma Gillies","South Frieze of the Parthenon Frieze (1836-1837)","https://collections.ed.ac.uk/art/record/20690?highlight=*:*"
"834","Frances M. Walker","Hand Thrown Bowl","https://collections.ed.ac.uk/art/record/53733?highlight=*:*"
"835","Joanne Leonie Milne","Empty Potato Field","https://collections.ed.ac.uk/art/record/22693?highlight=*:*"
"836","Douglas Gordon","Untitled (1989)","https://collections.ed.ac.uk/art/record/21562?highlight=*:*"
"837","Unknown","Two Seated Men (1949)","https://collections.ed.ac.uk/art/record/21100?highlight=*:*"
"838","Boris Bućan","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21563?highlight=*:*"
"839","A. Parkinson","William Shakespeare Otelo (1983)","https://collections.ed.ac.uk/art/record/22040?highlight=*:*"
"840","Robert Marx","Untitled","https://collections.ed.ac.uk/art/record/112501?highlight=*:*"
"841","Andrea Bain","The Strike (1953)","https://collections.ed.ac.uk/art/record/21691?highlight=*:*"
"842",NA,"Untitled (2003)","https://collections.ed.ac.uk/art/record/99938?highlight=*:*"
"843","John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA","Portrait of a Woman (1956)","https://collections.ed.ac.uk/art/record/21184?highlight=*:*"
"844","Madelane Galloway","Untitled (1963)","https://collections.ed.ac.uk/art/record/22005?highlight=*:*"
"845","James B. Thomson","Untitled - Abstract Figures and Shapes (1965-1966)","https://collections.ed.ac.uk/art/record/99449?highlight=*:*"
"846","Alexander F Mitchell","Striding Male Nude (1950)","https://collections.ed.ac.uk/art/record/21054?highlight=*:*"
"847","John Brown","Figure of a river-god from west pediment","https://collections.ed.ac.uk/art/record/20633?highlight=*:*"
"848","Marjory Dickson","Treasure on a Loch","https://collections.ed.ac.uk/art/record/22603?highlight=*:*"
"849","Eduardo Luigi Paolozzi KBE, RA","Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20721?highlight=*:*"
"850","Jo Ganter","Preparatory sketch for main composition (1960)","https://collections.ed.ac.uk/art/record/53529?highlight=*:*"
"851",NA,"Central Park in the Dark Some 40 Years Ago (1974-1976)","https://collections.ed.ac.uk/art/record/21000?highlight=*:*"
"852",NA,"Untitled (2007)","https://collections.ed.ac.uk/art/record/99974?highlight=*:*"
"853","Emma Gillies","Dish (1924)","https://collections.ed.ac.uk/art/record/122068?highlight=*:*"
"854","Paul Youngs","Unknown (1968)","https://collections.ed.ac.uk/art/record/53591?highlight=*:*"
"855","John Gilbert","Unknown (1960)","https://collections.ed.ac.uk/art/record/53491?highlight=*:*"
"856","Unknown","Pekin knot sample","https://collections.ed.ac.uk/art/record/102730?highlight=*:*"
"857","Unknown","Agriculture","https://collections.ed.ac.uk/art/record/20534?highlight=*:*"
"858","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21557?highlight=*:*"
"859","Mary Edward","Portrait of a Woman (1953)","https://collections.ed.ac.uk/art/record/21197?highlight=*:*"
"860","Jan Haycoe","Untitled (1971)","https://collections.ed.ac.uk/art/record/21836?highlight=*:*"
"861","Alexander Cree","Unknown","https://collections.ed.ac.uk/art/record/50548?highlight=*:*"
"862","Peter Crorkin","Unknown (1957)","https://collections.ed.ac.uk/art/record/50508?highlight=*:*"
"863","Kirsty A Kirkwood","Untitled - Woman and Man (1981)","https://collections.ed.ac.uk/art/record/99439?highlight=*:*"
"864","Thomas Murray","Portrait of Man in a Cap (1950)","https://collections.ed.ac.uk/art/record/21073?highlight=*:*"
"865","Connie Dearness","Of Christine Clay (1964)","https://collections.ed.ac.uk/art/record/53583?highlight=*:*"
"866","Zygmunt Bukowski","Reclining Male Nude (1949)","https://collections.ed.ac.uk/art/record/21324?highlight=*:*"
"867","Charles K. S. Shaw","Abstract Composition in Yellow (Circa 1972)","https://collections.ed.ac.uk/art/record/22599?highlight=*:*"
"868","Elizabeth Meldrum","Seated Male Nude (1958)","https://collections.ed.ac.uk/art/record/21158?highlight=*:*"
"869","Edith Duke","Portrait of a Woman (1955)","https://collections.ed.ac.uk/art/record/21218?highlight=*:*"
"870","Unknown","Tomb of Ferry de Gros, Lord of Dyeghem Nieunland","https://collections.ed.ac.uk/art/record/20567?highlight=*:*"
"871","Susan Robson","Tomb","https://collections.ed.ac.uk/art/record/22534?highlight=*:*"
"872","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21881?highlight=*:*"
"873","Adam Robson","Standing Male Nude (1952)","https://collections.ed.ac.uk/art/record/20809?highlight=*:*"
"874","Gabor Peterdi","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21659?highlight=*:*"
"875","Violet Thompson","Seated Male Nude (1959)","https://collections.ed.ac.uk/art/record/21146?highlight=*:*"
"876","Thomas T Robertson","Standing Male Nude (1960)","https://collections.ed.ac.uk/art/record/20806?highlight=*:*"
"877","James T Carlyle","Abstract Composition (1962)","https://collections.ed.ac.uk/art/record/21280?highlight=*:*"
"878","William Gillon","Untitled - City Highrise (Feb 1962)","https://collections.ed.ac.uk/art/record/99482?highlight=*:*"
"879","Andrew P. W. Conkie","Unknown (1958)","https://collections.ed.ac.uk/art/record/50524?highlight=*:*"
"880","Elizabeth M. Hansen","Untitled (1960)","https://collections.ed.ac.uk/art/record/99838?highlight=*:*"
"881","Joseph Glover","Light Around Limbo (2016)","https://collections.ed.ac.uk/art/record/99263?highlight=*:*"
"882","Walter Miller","Reclining Female Nude (Jan 1958)","https://collections.ed.ac.uk/art/record/20906?highlight=*:*"
"883","Alistair Fairweather","Unknown","https://collections.ed.ac.uk/art/record/50426?highlight=*:*"
"884","Jean I. Beattie","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/20919?highlight=*:*"
"885","Brent D. Millar","Unknown (1969)","https://collections.ed.ac.uk/art/record/50378?highlight=*:*"
"886","James H. Fairgrieve","Woman (1966)","https://collections.ed.ac.uk/art/record/22617?highlight=*:*"
"887","Colin Turner","Portrait of a Woman (1957)","https://collections.ed.ac.uk/art/record/21144?highlight=*:*"
"888","Barreton","Riders from the West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20671?highlight=*:*"
"889","James Wilson","Seated Man in Traditional Dress (1960s)","https://collections.ed.ac.uk/art/record/21290?highlight=*:*"
"890","Emma Gillies","Portrait of a Man (1951)","https://collections.ed.ac.uk/art/record/21226?highlight=*:*"
"891","Unknown","Teacup","https://collections.ed.ac.uk/art/record/53645?highlight=*:*"
"892",NA,"Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21904?highlight=*:*"
"893","Mary Edmond","Reclining Female Nude (1953)","https://collections.ed.ac.uk/art/record/20895?highlight=*:*"
"894","Unknown","Beginning (Unknown)","https://collections.ed.ac.uk/art/record/21926?highlight=*:*"
"895","Emma Gillies","Sugar Bowl","https://collections.ed.ac.uk/art/record/53676?highlight=*:*"
"896","S J Dooley","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99911?highlight=*:*"
"897","Vikki Hill","Untitled (2007)","https://collections.ed.ac.uk/art/record/99966?highlight=*:*"
"898","Unknown","Trafalgar Square (1963)","https://collections.ed.ac.uk/art/record/21773?highlight=*:*"
"899","Sylvia Cameron","Untitled (1986)","https://collections.ed.ac.uk/art/record/21716?highlight=*:*"
"900","William Gillon","Standing Woman (1965)","https://collections.ed.ac.uk/art/record/21315?highlight=*:*"
"901","Sax Shaw","Venice (1951)","https://collections.ed.ac.uk/art/record/99849?highlight=*:*"
"902","Robert I Montgomery","Champagne (1993)","https://collections.ed.ac.uk/art/record/99416?highlight=*:*"
"903","John Hunter","Standing Male Nude","https://collections.ed.ac.uk/art/record/21043?highlight=*:*"
"904","John Houston","Seated Male Nude","https://collections.ed.ac.uk/art/record/21044?highlight=*:*"
"905","Musée Royal du Louvre","Spinario (Late 19th Century)","https://collections.ed.ac.uk/art/record/20574?highlight=*:*"
"906","Unknown","Bloomers","https://collections.ed.ac.uk/art/record/102663?highlight=*:*"
"907","Marjorie Wallace","From Rialto Venezia (10 Mar 1948)","https://collections.ed.ac.uk/art/record/20854?highlight=*:*"
"908","John Houston","Standing Man with Scythe","https://collections.ed.ac.uk/art/record/20770?highlight=*:*"
"909","Victorine Anne Schilsky","Seated Young Male Nude (1948)","https://collections.ed.ac.uk/art/record/20832?highlight=*:*"
"910","Unknown","Gem cabinet 5 (of 6) containing 43 medallions","https://collections.ed.ac.uk/art/record/20619?highlight=*:*"
"911",NA,"Untitled","https://collections.ed.ac.uk/art/record/21840?highlight=*:*"
"912",NA,"Untitled","https://collections.ed.ac.uk/art/record/112505?highlight=*:*"
"913","Unknown","Four way / Exchange Portfolio (Unknown)","https://collections.ed.ac.uk/art/record/99854?highlight=*:*"
"914","John P Busby","Standing Male Nude (1954)","https://collections.ed.ac.uk/art/record/21377?highlight=*:*"
"915","Unknown","Virgin and Child (statuette head of child missing)","https://collections.ed.ac.uk/art/record/20559?highlight=*:*"
"916","Alan M. Alexander","Unknown","https://collections.ed.ac.uk/art/record/50598?highlight=*:*"
"917","Alexander S Campbell","Unknown","https://collections.ed.ac.uk/art/record/50632?highlight=*:*"
"918","Margaret Proudfoot","Standing Female Nude (1954)","https://collections.ed.ac.uk/art/record/21246?highlight=*:*"
"919","Annette Kierulf","Face Value (2007)","https://collections.ed.ac.uk/art/record/99902?highlight=*:*"
"920","Ian Paterson","Woman in a Blue Background","https://collections.ed.ac.uk/art/record/22696?highlight=*:*"
"921","Iona Murray","Untitled - Sprite in Long Gown (1963)","https://collections.ed.ac.uk/art/record/99402?highlight=*:*"
"922","Rosemary Bagshaw","Unknown (1952)","https://collections.ed.ac.uk/art/record/53520?highlight=*:*"
"923","Unknown","Vilnius Academy of Fine Arts","https://collections.ed.ac.uk/art/record/99853?highlight=*:*"
"924","Elizabeth Blackadder","Riders from West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20666?highlight=*:*"
"925","Frederick C White","Unknown","https://collections.ed.ac.uk/art/record/50638?highlight=*:*"
"926","Unknown","Untitled - Street Scene (1960)","https://collections.ed.ac.uk/art/record/99453?highlight=*:*"
"927","Sharon Cornwill","Unknown","https://collections.ed.ac.uk/art/record/53546?highlight=*:*"
"928","Unknown","Untitled (Jan 1997)","https://collections.ed.ac.uk/art/record/21920?highlight=*:*"
"929","Kenneth Dingwall","Grey Cover","https://collections.ed.ac.uk/art/record/22633?highlight=*:*"
"930","Monika L. Uecher","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/21331?highlight=*:*"
"931","Unknown","Untitled (1963)","https://collections.ed.ac.uk/art/record/21774?highlight=*:*"
"932",NA,"Unknown","https://collections.ed.ac.uk/art/record/53504?highlight=*:*"
"933","Jean I. Beattie","Replica of parthenon slab PF049","https://collections.ed.ac.uk/art/record/20653?highlight=*:*"
"934","H Chart","Reclining Female Nude (1959)","https://collections.ed.ac.uk/art/record/20922?highlight=*:*"
"935","Norma Kirk","Riders from the North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20701?highlight=*:*"
"936","David C Duke","Seated Male Nude (1965-1966)","https://collections.ed.ac.uk/art/record/21268?highlight=*:*"
"937","Colin Lawson","Untitled (1961)","https://collections.ed.ac.uk/art/record/22010?highlight=*:*"
"938","Unknown","(n) (fr) Les Voyeurs (1984)","https://collections.ed.ac.uk/art/record/99247?highlight=*:*"
"939","B Clapperton","Seated Female Nude","https://collections.ed.ac.uk/art/record/20774?highlight=*:*"
"940","Renny Tait","Unknown","https://collections.ed.ac.uk/art/record/53536?highlight=*:*"
"941",NA,"Standing Male Nude (1959)","https://collections.ed.ac.uk/art/record/20911?highlight=*:*"
"942",NA,"Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21723?highlight=*:*"
"943","Alan Lefley","Unknown (1946)","https://collections.ed.ac.uk/art/record/50486?highlight=*:*"
"944","Gordon Bryce","Untitled - Figure Drawing of a Man on a Stool (1964)","https://collections.ed.ac.uk/art/record/99326?highlight=*:*"
"945","Robert Adam","Free Fall (1985)","https://collections.ed.ac.uk/art/record/21593?highlight=*:*"
"946","James Martin","Standing Male Nude (1953)","https://collections.ed.ac.uk/art/record/20952?highlight=*:*"
"947","John Henning","Parthenon Frieze in Miniature","https://collections.ed.ac.uk/art/record/20584?highlight=*:*"
"948","Rachel Hill","Crying (2014)","https://collections.ed.ac.uk/art/record/47448?highlight=*:*"
"949","John Parnell","Standing Woman (1950)","https://collections.ed.ac.uk/art/record/21067?highlight=*:*"
"950","Harold F Burnett","Unknown (1951)","https://collections.ed.ac.uk/art/record/50572?highlight=*:*"
"951","Thomas F. C. Denny","Untitled - Holyrood Palace (1978-1979)","https://collections.ed.ac.uk/art/record/99413?highlight=*:*"
"952","Andrew Conkie","Kneeling Female Nude (1957)","https://collections.ed.ac.uk/art/record/20925?highlight=*:*"
"953","Alan Kemp","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/20902?highlight=*:*"
"954","Unknown","Horses from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20732?highlight=*:*"
"955","Peter McGinn","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21857?highlight=*:*"
