"","Artists_names","titles","links"
"2317","Brian D. Henderson","Interior (Circa 1975)","https://collections.ed.ac.uk/art/record/22623?highlight=*:*"
"2318","James Fleming","Untitled (1969)","https://collections.ed.ac.uk/art/record/22489?highlight=*:*"
"2319","Morag A. MacDonald","Alligator","https://collections.ed.ac.uk/art/record/22575?highlight=*:*"
"2320","Emma Gillies","Lid","https://collections.ed.ac.uk/art/record/122076?highlight=*:*"
"2321","Alexander Cree","Unknown (1949)","https://collections.ed.ac.uk/art/record/50543?highlight=*:*"
"2322","William O. Little","Untitled - Still Life of Kitchen Table in Orange (1963)","https://collections.ed.ac.uk/art/record/99269?highlight=*:*"
"2323","Lindsey Edghill","Untitled (2002)","https://collections.ed.ac.uk/art/record/99943?highlight=*:*"
"2324","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53503?highlight=*:*"
"2325","Katherine Keil","Untitled (1977)","https://collections.ed.ac.uk/art/record/21618?highlight=*:*"
"2326","Adam Hogg","Portrait of Man in a Hat (1951)","https://collections.ed.ac.uk/art/record/21239?highlight=*:*"
"2327","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50433?highlight=*:*"
"2328","Laura Nye","Unknown (1953)","https://collections.ed.ac.uk/art/record/53571?highlight=*:*"
"2329","Unknown","Angel with Candelabrum (facing left)","https://collections.ed.ac.uk/art/record/20543?highlight=*:*"
"2330","Joan Rutie","Filtrate (1991)","https://collections.ed.ac.uk/art/record/21967?highlight=*:*"
"2331","John Bellany","Composition unified by blue using under colour orange (1962)","https://collections.ed.ac.uk/art/record/20777?highlight=*:*"
"2332","Margaret C. Ogilvy","Unknown (1946)","https://collections.ed.ac.uk/art/record/50493?highlight=*:*"
"2333","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21620?highlight=*:*"
"2334","Derek Reid","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21642?highlight=*:*"
"2335","John Brown","Snowed Under (1998)","https://collections.ed.ac.uk/art/record/21863?highlight=*:*"
"2336","Peter McGinn","Seated Skeleton (Circa 1955)","https://collections.ed.ac.uk/art/record/21087?highlight=*:*"
"2337","Dr Ainslie Yule","Untitled","https://collections.ed.ac.uk/art/record/99535?highlight=*:*"
"2338","Gwyneth M. Leech","Forth Shore II (1985)","https://collections.ed.ac.uk/art/record/21801?highlight=*:*"
"2339","Emma Gillies","Barrel Vessel Lid","https://collections.ed.ac.uk/art/record/122071?highlight=*:*"
"2340","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53643?highlight=*:*"
"2341","Graeme Murray","Untitled - Two Abstract Melting Faces (1985-1986)","https://collections.ed.ac.uk/art/record/99335?highlight=*:*"
"2342","Unknown","Victorian collar (1956)","https://collections.ed.ac.uk/art/record/102699?highlight=*:*"
"2343","Geoffrey J Roper","Untitled - Nighttime Scene of the City and River (1962)","https://collections.ed.ac.uk/art/record/99370?highlight=*:*"
"2344","J Guthrie","Portrait of a Bearded Man (1950s)","https://collections.ed.ac.uk/art/record/20975?highlight=*:*"
"2345","Patrick McKenzie Smith","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21614?highlight=*:*"
"2346","John Hunter","Portrait of a Man","https://collections.ed.ac.uk/art/record/21041?highlight=*:*"
"2347","Jane V Hyslop","Stadium (1987-1988)","https://collections.ed.ac.uk/art/record/21457?highlight=*:*"
"2348","Sheena Page","Portrait of a Man (1948)","https://collections.ed.ac.uk/art/record/21071?highlight=*:*"
"2349","Edward Stratton","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21800?highlight=*:*"
"2350","George Glen","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21720?highlight=*:*"
"2351","Janice McNab","Head (1987)","https://collections.ed.ac.uk/art/record/22685?highlight=*:*"
"2352","Joseph Cavagnari","Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20717?highlight=*:*"
"2353","Alexander Cree","Portrait - Male","https://collections.ed.ac.uk/art/record/22697?highlight=*:*"
"2354","Arthur J Baglee","Untitled - Self-Portrait (1968)","https://collections.ed.ac.uk/art/record/99381?highlight=*:*"
"2355","Garry Marshall","Untitled","https://collections.ed.ac.uk/art/record/112341?highlight=*:*"
"2356","Carol Handyside","Portrait of a Woman (1959)","https://collections.ed.ac.uk/art/record/20974?highlight=*:*"
"2357","Boris Bućan","Untitled (1963)","https://collections.ed.ac.uk/art/record/99841?highlight=*:*"
"2358","Thomas Kim Redpath","29 Split Summer Festival (1983)","https://collections.ed.ac.uk/art/record/22041?highlight=*:*"
"2359","Helen Gibbs","Portrait of a Woman's Head (1949)","https://collections.ed.ac.uk/art/record/20781?highlight=*:*"
"2360",NA,"Unknown","https://collections.ed.ac.uk/art/record/50387?highlight=*:*"
"2361","Helen G. S Forde","Untitled (1966)","https://collections.ed.ac.uk/art/record/99812?highlight=*:*"
"2362","Jean Richie","Reclining Male Nude (1957)","https://collections.ed.ac.uk/art/record/20788?highlight=*:*"
"2363","Unknown","Replica cast (white) of Partheonon slab GE31","https://collections.ed.ac.uk/art/record/20655?highlight=*:*"
"2364","Richard Florsheim","Sea Shore (Unknown)","https://collections.ed.ac.uk/art/record/21662?highlight=*:*"
"2365","Gavin Stuart","Head of a Woman (1948)","https://collections.ed.ac.uk/art/record/20827?highlight=*:*"
"2366","Pat Semple","Untitled (1962)","https://collections.ed.ac.uk/art/record/21766?highlight=*:*"
"2367","Robin S. Taylor","Masked Divers","https://collections.ed.ac.uk/art/record/22683?highlight=*:*"
"2368","B. J. Chambers Crabtree","Unknown (1950)","https://collections.ed.ac.uk/art/record/50513?highlight=*:*"
"2369","Unknown","Smocking diagrams and samples","https://collections.ed.ac.uk/art/record/102667?highlight=*:*"
"2370","Dorothy M. Peach","Farm Building (1946)","https://collections.ed.ac.uk/art/record/22735?highlight=*:*"
"2371","Winsome Douglass","Embroidered panel","https://collections.ed.ac.uk/art/record/113832?highlight=*:*"
"2372","Eric Ritchie","Tennis Courts (1952)","https://collections.ed.ac.uk/art/record/22641?highlight=*:*"
"2373","Emma Gillies","Espresso Saucer","https://collections.ed.ac.uk/art/record/53687?highlight=*:*"
"2374","Colin Adams","Border Fancy (1979)","https://collections.ed.ac.uk/art/record/21630?highlight=*:*"
"2375","Heidi J P Kosaniuk","Untitled - Figure on the Beach (1984)","https://collections.ed.ac.uk/art/record/99438?highlight=*:*"
"2376","A Scott","Portrait of a Woman (1953)","https://collections.ed.ac.uk/art/record/21198?highlight=*:*"
"2377","Peter Standen","Still Life with Skeleton and Fruit (1958-1959)","https://collections.ed.ac.uk/art/record/20792?highlight=*:*"
"2378","John Kingsley Cook","Trees in Kensington Gardens (Unknown)","https://collections.ed.ac.uk/art/record/21694?highlight=*:*"
"2379","Roger Cameron","Portrait of a Woman with Red Hair (1963)","https://collections.ed.ac.uk/art/record/21320?highlight=*:*"
"2380","Martin G C McKeown","Portrait of a Woman (1952)","https://collections.ed.ac.uk/art/record/21415?highlight=*:*"
"2381","Unknown","Cap insert (1800-1899)","https://collections.ed.ac.uk/art/record/102709?highlight=*:*"
"2382","Unknown","Venus de' Medici","https://collections.ed.ac.uk/art/record/20607?highlight=*:*"
"2383","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50430?highlight=*:*"
"2384","William Mackay","Three Views of a Seated Female Nude (1959)","https://collections.ed.ac.uk/art/record/21163?highlight=*:*"
"2385","Irene G. Thomson","Portrait of a Man with a Book","https://collections.ed.ac.uk/art/record/22655?highlight=*:*"
"2386","Unknown","Gem cabinet 6 (of 6) containing 43 medallions","https://collections.ed.ac.uk/art/record/20620?highlight=*:*"
"2387","Stuart T. MacKenzie","Memories (1983)","https://collections.ed.ac.uk/art/record/22629?highlight=*:*"
"2388","Jim Hickey","Multi Coloured Geometric (1971)","https://collections.ed.ac.uk/art/record/22602?highlight=*:*"
"2389","Robert M E Callender","Portrait of Woman in a Hat (1958)","https://collections.ed.ac.uk/art/record/21326?highlight=*:*"
"2390","William Mackay","Seated Female Nude (1959)","https://collections.ed.ac.uk/art/record/21162?highlight=*:*"
"2391","Emma Gillies","Vase (1920s)","https://collections.ed.ac.uk/art/record/122132?highlight=*:*"
"2392","Sean H. Watson","Two Men in an Interior (1989)","https://collections.ed.ac.uk/art/record/22646?highlight=*:*"
"2393","Alan M. Alexander","Unknown","https://collections.ed.ac.uk/art/record/50599?highlight=*:*"
"2394","Aisling Ward","Performing Labour (2020)","https://collections.ed.ac.uk/art/record/113780?highlight=*:*"
"2395","Alexandra Bennett","Portrait of a Woman Wearing a Hat (1951)","https://collections.ed.ac.uk/art/record/21232?highlight=*:*"
"2396","Susan Alexander","Four Orchids","https://collections.ed.ac.uk/art/record/50408?highlight=*:*"
"2397","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53646?highlight=*:*"
"2398","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21789?highlight=*:*"
"2399","Joakim Lund","The Mirror Conspiracy (2007)","https://collections.ed.ac.uk/art/record/99972?highlight=*:*"
"2400","James H. Fairgrieve","Untitled - Yellow Backhoe (1966-1967)","https://collections.ed.ac.uk/art/record/99386?highlight=*:*"
"2401","Norma Forrest","Unknown (1946)","https://collections.ed.ac.uk/art/record/50591?highlight=*:*"
"2402","Frelyn Morton","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21969?highlight=*:*"
"2403","Vivian Chapman","West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20673?highlight=*:*"
"2404","Emma Gillies","Untitled (1946)","https://collections.ed.ac.uk/art/record/21734?highlight=*:*"
"2405","Denness Morton","Horse","https://collections.ed.ac.uk/art/record/122122?highlight=*:*"
"2406","Albert Robson","Seated Female Nude (1959)","https://collections.ed.ac.uk/art/record/20888?highlight=*:*"
"2407","Emma Gillies","Seated Nude Woman (1957-1959)","https://collections.ed.ac.uk/art/record/20813?highlight=*:*"
"2408","Martin Churchill","Plate","https://collections.ed.ac.uk/art/record/53705?highlight=*:*"
"2409","Margaret Clyde","Monochrome Cityscape (Circa 1976)","https://collections.ed.ac.uk/art/record/22586?highlight=*:*"
"2410",NA,"A Picture of a Small Dog Going on a Long Journey (Unknown)","https://collections.ed.ac.uk/art/record/21884?highlight=*:*"
"2411","Janette Brown","Untitled - Chickens (1962)","https://collections.ed.ac.uk/art/record/99375?highlight=*:*"
"2412","V Thomson","Portrait of a Woman (1959)","https://collections.ed.ac.uk/art/record/20961?highlight=*:*"
"2413","Amy Marshall","Unknown, abstract (2004)","https://collections.ed.ac.uk/art/record/99487?highlight=*:*"
"2414","Derek Maguire","Harbour scene","https://collections.ed.ac.uk/art/record/102744?highlight=*:*"
"2415","Karol Prentice","Interior and Window (1971)","https://collections.ed.ac.uk/art/record/21364?highlight=*:*"
"2416","Gavin Waddell","Untitled - Portrait of a Woman with Short Hair (1961)","https://collections.ed.ac.uk/art/record/99454?highlight=*:*"
"2417","Unknown","Untitled","https://collections.ed.ac.uk/art/record/102725?highlight=*:*"
"2418","Douglas Kerr","Seated Man Playing a Stringed Instrument (1952)","https://collections.ed.ac.uk/art/record/21040?highlight=*:*"
"2419","Unknown","Self Portrait in White Apron","https://collections.ed.ac.uk/art/record/22600?highlight=*:*"
"2420","Seong Moy","Two Circus Acts in One (1958)","https://collections.ed.ac.uk/art/record/21704?highlight=*:*"
"2421","Gwen W. Hardie","Nude in Sunlight (1983)","https://collections.ed.ac.uk/art/record/22542?highlight=*:*"
"2422","Betty Elston","Unknown (1949)","https://collections.ed.ac.uk/art/record/50581?highlight=*:*"
"2423","Leszek Muszynski","Seated Female Nude (1949)","https://collections.ed.ac.uk/art/record/21075?highlight=*:*"
"2424","James Goodall","Untitled (1962)","https://collections.ed.ac.uk/art/record/99848?highlight=*:*"
"2425","Robert Rivers","Untitled (1983)","https://collections.ed.ac.uk/art/record/99806?highlight=*:*"
"2426","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53551?highlight=*:*"
"2427","William Crozier 1893-1930","Volterra (Circa 1920)","https://collections.ed.ac.uk/art/record/21179?highlight=*:*"
"2428","Gordon Bryce","Untitled - Reclining Nude Woman in Pastel (1963)","https://collections.ed.ac.uk/art/record/99276?highlight=*:*"
"2429","John W. Corner","Unknown (1950)","https://collections.ed.ac.uk/art/record/50518?highlight=*:*"
"2430","Unknown","Small armorial panel","https://collections.ed.ac.uk/art/record/20613?highlight=*:*"
"2431","James T Carlyle","Unknown (1963)","https://collections.ed.ac.uk/art/record/50501?highlight=*:*"
"2432","Unknown","Fine lawn collar (1820)","https://collections.ed.ac.uk/art/record/102681?highlight=*:*"
"2433","Norma G Reid","Men at Work (1947-1948)","https://collections.ed.ac.uk/art/record/20829?highlight=*:*"
"2434","Kellar","Portrait of a Seated Woman (1962)","https://collections.ed.ac.uk/art/record/21293?highlight=*:*"
"2435","David [Unknown]","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21990?highlight=*:*"
"2436","Unknown","Cantoria (right panel)","https://collections.ed.ac.uk/art/record/20580?highlight=*:*"
"2437","Tennant","Man in Uniform","https://collections.ed.ac.uk/art/record/21481?highlight=*:*"
"2438","Peter Crorkin","Unknown (1957)","https://collections.ed.ac.uk/art/record/50509?highlight=*:*"
"2439","Molly Harris","Untitled (1966)","https://collections.ed.ac.uk/art/record/99833?highlight=*:*"
"2440","Teruo Isomi","The Stone of Orkney (2012)","https://collections.ed.ac.uk/art/record/21366?highlight=*:*"
"2441","Sir Sidney Nolan","Miner and Dog (Unknown)","https://collections.ed.ac.uk/art/record/21679?highlight=*:*"
"2442","Unknown","Unknown (Circa 1890)","https://collections.ed.ac.uk/art/record/50465?highlight=*:*"
"2443","William Gillon","Abstract Male Nude in Landscape (1965)","https://collections.ed.ac.uk/art/record/21313?highlight=*:*"
"2444","Maureen Purcell","Untitled (1968)","https://collections.ed.ac.uk/art/record/22504?highlight=*:*"
"2445","Unknown","Untitled (Mar 1997)","https://collections.ed.ac.uk/art/record/21919?highlight=*:*"
"2446","Adam M Martin","Kneeling Male Nude (1953)","https://collections.ed.ac.uk/art/record/21058?highlight=*:*"
"2447","Norma Forrest","Unknown (1946)","https://collections.ed.ac.uk/art/record/50590?highlight=*:*"
"2448","Heidi J P Kosaniuk","Untitled - Deli of a Butcher Shop (1984)","https://collections.ed.ac.uk/art/record/99436?highlight=*:*"
"2449","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21874?highlight=*:*"
"2450","Ann F Ward","Untitled - Abstract Still Life of Flowers and Fruit (1963)","https://collections.ed.ac.uk/art/record/99351?highlight=*:*"
"2451","Arthur J Baglee","Untitled - Two Portraits of Girls (1967)","https://collections.ed.ac.uk/art/record/99380?highlight=*:*"
"2452","Aimee Laporte","Untitled (2006)","https://collections.ed.ac.uk/art/record/99880?highlight=*:*"
"2453","John Kieran","Untitled","https://collections.ed.ac.uk/art/record/112499?highlight=*:*"
"2454","Wendy Gunn","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21718?highlight=*:*"
"2455","Victoria C F Bernie","Tiraz (Unknown)","https://collections.ed.ac.uk/art/record/21918?highlight=*:*"
"2456","John Johnstone","Autumnal Image","https://collections.ed.ac.uk/art/record/22632?highlight=*:*"
"2457","Denness Morton","Abstracted Guitar Player (1960)","https://collections.ed.ac.uk/art/record/21082?highlight=*:*"
"2458","Unknown","The Dead Christ (1831)","https://collections.ed.ac.uk/art/record/20573?highlight=*:*"
"2459","Marissa Stoffer","Efficacious Force (2013)","https://collections.ed.ac.uk/art/record/47443?highlight=*:*"
"2460","Alan Bartram","Untitled (1955)","https://collections.ed.ac.uk/art/record/99828?highlight=*:*"
"2461","Vincent Butler","Goddess Nike unfasterning her sandal (1984)","https://collections.ed.ac.uk/art/record/20629?highlight=*:*"
"2462","Rosemary Bagshaw","Unknown (1952)","https://collections.ed.ac.uk/art/record/53519?highlight=*:*"
"2463","John Bellany","Untitled (Feb 1963)","https://collections.ed.ac.uk/art/record/21534?highlight=*:*"
"2464","Aisling Ward","Performing Labour in an Industrial Setting I (2020)","https://collections.ed.ac.uk/art/record/113775?highlight=*:*"
"2465","Oliver Harris","Untitled (1983)","https://collections.ed.ac.uk/art/record/99811?highlight=*:*"
"2466","Robert Rivers","Unknown (1947)","https://collections.ed.ac.uk/art/record/50587?highlight=*:*"
"2467","Eric Forrest","Untitled - Old Woman (1965-1966)","https://collections.ed.ac.uk/art/record/99406?highlight=*:*"
"2468","Norman Orr","Head of a Companion of Odysseus","https://collections.ed.ac.uk/art/record/20583?highlight=*:*"
"2469","Unknown","Untitled (1962)","https://collections.ed.ac.uk/art/record/21765?highlight=*:*"
"2470","W. Douglas","Teacup","https://collections.ed.ac.uk/art/record/53652?highlight=*:*"
"2471","Emma Gillies",NA,NA
"2472","Chris Holmes","Untitled (1962)","https://collections.ed.ac.uk/art/record/21771?highlight=*:*"
"2473","Kerys Ellery","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21615?highlight=*:*"
"2474","Charlotte Roseberry","Nugget (2013)","https://collections.ed.ac.uk/art/record/21301?highlight=*:*"
"2475","Robert Henderson Blyth","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21689?highlight=*:*"
"2476","Emma Gillies","Espresso Cup","https://collections.ed.ac.uk/art/record/53703?highlight=*:*"
"2477","George M. Donald","Blue and Green*","https://collections.ed.ac.uk/art/record/112494?highlight=*:*"
"2478","Eleanora Borrie","Unknown (1939)","https://collections.ed.ac.uk/art/record/50608?highlight=*:*"
"2479","Fiona C MacCormick","Seated Male Nude with Sword (1955)","https://collections.ed.ac.uk/art/record/21013?highlight=*:*"
"2480","William Gillon","Cello playing Clown (Circa 1965)","https://collections.ed.ac.uk/art/record/21311?highlight=*:*"
"2481","David Young","Drawing of a Skeleton (Circa 1957)","https://collections.ed.ac.uk/art/record/20861?highlight=*:*"
"2482","Vivien Alexander","Bathers (1962)","https://collections.ed.ac.uk/art/record/22524?highlight=*:*"
"2483","Sophie J Brown","Untitled - Man in Glasses Reading (1985)","https://collections.ed.ac.uk/art/record/99424?highlight=*:*"
"2484","D Forest","Portrait of a Woman (1952)","https://collections.ed.ac.uk/art/record/21202?highlight=*:*"
"2485","Victoria Bimie","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21962?highlight=*:*"
"2486","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21821?highlight=*:*"
"2487","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21891?highlight=*:*"
"2488","Pavlov Chailly","Study for picture 'Waking of Brynhildr' (1897)","https://collections.ed.ac.uk/art/record/50472?highlight=*:*"
"2489","Phoebe Mitchell","Limits (2014)","https://collections.ed.ac.uk/art/record/54759?highlight=*:*"
"2490","Nugent","Unknown","https://collections.ed.ac.uk/art/record/50429?highlight=*:*"
"2491","Unknown","Cushendun (08 Apr 1968)","https://collections.ed.ac.uk/art/record/21496?highlight=*:*"
"2492","Marjorie-Ann Ancell","Untitled","https://collections.ed.ac.uk/art/record/21612?highlight=*:*"
"2493","Geoffrey J Roper","Untitled - Snowy Landscape (1962)","https://collections.ed.ac.uk/art/record/99368?highlight=*:*"
"2494","Lilias Stirling","Seated Female Nude (1953)","https://collections.ed.ac.uk/art/record/20944?highlight=*:*"
"2495","Calum Wilson","View of a Street (1980)","https://collections.ed.ac.uk/art/record/21454?highlight=*:*"
"2496","Unknown","Groom and horses from North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20713?highlight=*:*"
"2497","Jane Watt","Child's collar. Chinese","https://collections.ed.ac.uk/art/record/102674?highlight=*:*"
"2498","Anne Weddell","Opuntia Basilaris Engelmann and Bigelow 1856 (1993-1994)","https://collections.ed.ac.uk/art/record/99458?highlight=*:*"
"2499","Unknown","Untitled (1990-1991)","https://collections.ed.ac.uk/art/record/21977?highlight=*:*"
"2500","S J Dooley","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21627?highlight=*:*"
"2501",NA,"Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99912?highlight=*:*"
"2502","Gillian Mather","Big Top (Circa 1968)","https://collections.ed.ac.uk/art/record/21485?highlight=*:*"
"2503","Unknown","Chinese spectacle case","https://collections.ed.ac.uk/art/record/102704?highlight=*:*"
"2504","Anne Redpath","Life Painting (1918)","https://collections.ed.ac.uk/art/record/20735?highlight=*:*"
"2505","Ann F Ward","Prendre la clef des Chaps (1963)","https://collections.ed.ac.uk/art/record/99346?highlight=*:*"
"2506","James Fairgrieve","Portrait of a Man (1961)","https://collections.ed.ac.uk/art/record/21396?highlight=*:*"
"2507","John W. Corner","Unknown (1948)","https://collections.ed.ac.uk/art/record/50516?highlight=*:*"
"2508","Alan M. Alexander","Unknown (1956)","https://collections.ed.ac.uk/art/record/50597?highlight=*:*"
"2509","Joanne Leonie Milne","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21931?highlight=*:*"
"2510","Muriel Davidson","On Italian Balcony","https://collections.ed.ac.uk/art/record/53477?highlight=*:*"
"2511","Rosemary Gray","Seated Male Nude (1955)","https://collections.ed.ac.uk/art/record/21188?highlight=*:*"
"2512","Heather Macdonald","Unknown (1989)","https://collections.ed.ac.uk/art/record/50428?highlight=*:*"
"2513","Tina-Marja Leppanen-Ritchie","Untitled - Portrait of A Woman (1982)","https://collections.ed.ac.uk/art/record/99434?highlight=*:*"
"2514","Brian Godley","Landscape (1987)","https://collections.ed.ac.uk/art/record/112496?highlight=*:*"
"2515","John Bellany","Two Girls by the Harbour (2006)","https://collections.ed.ac.uk/art/record/21531?highlight=*:*"
"2516","John Stewart","Untitled (1969)","https://collections.ed.ac.uk/art/record/99528?highlight=*:*"
"2517","Katherine Cowan","Unknown (1958)","https://collections.ed.ac.uk/art/record/50514?highlight=*:*"
"2518","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/22000?highlight=*:*"
"2519","Hazel Holmes","Back of Bennachie","https://collections.ed.ac.uk/art/record/21623?highlight=*:*"
"2520","Alexander Moffat","Still Life with Garden Fork (1964)","https://collections.ed.ac.uk/art/record/93355?highlight=*:*"
"2521","Kevin Maguire","Untitled - Nude Female Lying On a Patterned Bed (1967)","https://collections.ed.ac.uk/art/record/99358?highlight=*:*"
"2522","Allison E Sharpe","Riders from the North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20699?highlight=*:*"
"2523","William O. Little","Farm Building (01 May 1985)","https://collections.ed.ac.uk/art/record/21467?highlight=*:*"
"2524","Pavlov Chailly","Untitled - Life Drawing of Skeletons (1963)","https://collections.ed.ac.uk/art/record/99268?highlight=*:*"
"2525","David C Duke","Seated Fate, east pediment of the Parthenon","https://collections.ed.ac.uk/art/record/20637?highlight=*:*"
"2526","Hazel Walker","From the Viking Age (1897)","https://collections.ed.ac.uk/art/record/50469?highlight=*:*"
"2527","Andrew Arnott","Untitled","https://collections.ed.ac.uk/art/record/22574?highlight=*:*"
"2528","Unknown","'Gordini' Fairground Ride","https://collections.ed.ac.uk/art/record/21508?highlight=*:*"
"2529","Peter Scott","3,500 Men (May 1986)","https://collections.ed.ac.uk/art/record/99470?highlight=*:*"
"2530",NA,"Portrait of a Man (1957)","https://collections.ed.ac.uk/art/record/21250?highlight=*:*"
"2531",NA,"Studio Corner (2003)","https://collections.ed.ac.uk/art/record/99937?highlight=*:*"
"2532","Emma Gillies","Jug","https://collections.ed.ac.uk/art/record/53722?highlight=*:*"
"2533","C Pouzadoux","Bust of St. Joseph (1912)","https://collections.ed.ac.uk/art/record/20550?highlight=*:*"
"2534","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53671?highlight=*:*"
"2535","Eric Ritchie","Drawing of a Seated Man (1955-1956)","https://collections.ed.ac.uk/art/record/20801?highlight=*:*"
"2536","Kenneth R Duffy","Riders from West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20663?highlight=*:*"
"2537","Elizabeth Blackadder","Unknown (1968)","https://collections.ed.ac.uk/art/record/99514?highlight=*:*"
"2538","Amelia Smith","Portrait of a Man (1954)","https://collections.ed.ac.uk/art/record/21408?highlight=*:*"
"2539","Andrew Kidd","Untitled (2006)","https://collections.ed.ac.uk/art/record/99863?highlight=*:*"
"2540","Nicholas Patrick Reyntiens","Portrait of a Woman (1951)","https://collections.ed.ac.uk/art/record/21235?highlight=*:*"
"2541",NA,"Portrait of Seated Woman (1952)","https://collections.ed.ac.uk/art/record/21371?highlight=*:*"
"2542","Margaret Lothian","Untitled (1967)","https://collections.ed.ac.uk/art/record/22026?highlight=*:*"
"2543","Kathleen Russell","Unknown (1962)","https://collections.ed.ac.uk/art/record/50503?highlight=*:*"
"2544","Barbara Hepworth","Three studies on a pink ground (girl with clasped hands) (1949)","https://collections.ed.ac.uk/art/record/20769?highlight=*:*"
"2545","Unknown","Fragment of ornament (arch springing)","https://collections.ed.ac.uk/art/record/20566?highlight=*:*"
"2546","Ernest S. Lumsden","Boats and Collies (1929)","https://collections.ed.ac.uk/art/record/21751?highlight=*:*"
"2547","Robert Euman","Abstract Landscape (1990)","https://collections.ed.ac.uk/art/record/22639?highlight=*:*"
"2548","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53581?highlight=*:*"
"2549","John McNairn","Standing Male Nude (1930-1931)","https://collections.ed.ac.uk/art/record/21140?highlight=*:*"
"2550","Emma Gillies","Lid","https://collections.ed.ac.uk/art/record/122079?highlight=*:*"
"2551","Christine Watson","Untitled (1967)","https://collections.ed.ac.uk/art/record/21772?highlight=*:*"
"2552","Unknown","Untitled (1983)","https://collections.ed.ac.uk/art/record/21837?highlight=*:*"
"2553","Sheila Arnot","Still Life with Green Boots and Knotted Rope (1987)","https://collections.ed.ac.uk/art/record/22543?highlight=*:*"
"2554","Hugh Tuckerman","Untitled (1965)","https://collections.ed.ac.uk/art/record/22025?highlight=*:*"
"2555","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21551?highlight=*:*"
"2556","Katherine B K Burns","Unknown (1950)","https://collections.ed.ac.uk/art/record/50571?highlight=*:*"
"2557","Gwen Reilly","Standing Male Nude (1959)","https://collections.ed.ac.uk/art/record/21151?highlight=*:*"
"2558","James P W Syme","Landscape (1951)","https://collections.ed.ac.uk/art/record/20836?highlight=*:*"
"2559","Iain West","Reclining Female Nude (1953)","https://collections.ed.ac.uk/art/record/20783?highlight=*:*"
"2560","Llewella Brayne","Reclining Female Nude (14 Dec 1952)","https://collections.ed.ac.uk/art/record/20940?highlight=*:*"
"2561","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53631?highlight=*:*"
"2562","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21870?highlight=*:*"
"2563","Marjory Dickson","Portrait of a Bearded Man (1960)","https://collections.ed.ac.uk/art/record/20992?highlight=*:*"
"2564","Unknown","Inscription Panel from Trajan's Column (right side)","https://collections.ed.ac.uk/art/record/20537?highlight=*:*"
"2565","Alexander Cree","Unknown (1950)","https://collections.ed.ac.uk/art/record/50544?highlight=*:*"
"2566","W Bryden","Seated Female Nude (1959)","https://collections.ed.ac.uk/art/record/21107?highlight=*:*"
"2567","Ballantyne","Reclining Male Nude (1956)","https://collections.ed.ac.uk/art/record/21244?highlight=*:*"
"2568","Alastair Mack","Hibernation (1987)","https://collections.ed.ac.uk/art/record/21842?highlight=*:*"
"2569","Victoria C F Bernie","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21784?highlight=*:*"
"2570","Denness Morton","Portrait of Standing Woman wearing Overalls (1959)","https://collections.ed.ac.uk/art/record/20889?highlight=*:*"
"2571","Maureen Purcell","Untitled (1968)","https://collections.ed.ac.uk/art/record/22499?highlight=*:*"
"2572","Audry Redpath","Unknown","https://collections.ed.ac.uk/art/record/50434?highlight=*:*"
